# Review of the mined skill names (issue #40): one verdict per name of taxonomy-mined-2026-09-24.tsv,
# in that file's order. Sonnet subagents first screened all names (a drop noted "screened out"),
# then reviewed the survivors with the rules of taxonomy-review-2026-09-24.tsv. The reviewers were
# cut off by the usage limit before finishing: 334 survivors, noted "not reviewed", have no verdict
# and are left for issue #41. Key conflicts between reviewers were settled by hand, noted "merge:".
# Merged with taxonomy-review-2026-09-24.tsv into src/main/resources/taxonomy/skills.tsv by
# scripts/taxonomy_select.py with a threshold of 3.
name	verdict	canonical	category	aliases	note
Linux Understanding	drop				screened out
Luna	drop				screened out
LVM	keep	Logical Volume Manager	os	LVM	
M.Tech	drop				screened out
Maison	drop				screened out
Mathematics Business	drop				screened out
Maximo	keep	IBM Maximo	tool	Maximo	
Metronome	drop				ordinary word (musical device) collision; billing platform too ambiguous given low near-skill (0.24)
Microservices Architecture RESTful	drop				screened out
Microsoft Azure AI	drop				screened out
Microsoft Azure Certification	drop				screened out
Microsoft server	drop				screened out
Minimum 6+	drop				screened out
ML APIs	drop				screened out
ML Contributions	drop				screened out
ML Familiarity	drop				screened out
Mobiliser	drop				screened out
Modelle	drop				screened out
Moq	keep	Moq	testing		
MSTest	keep	MSTest	testing		
Must Have 4+	drop				screened out
MySQL AWS	drop				screened out
N2	drop				screened out
NetDevOps	drop				screened out
network infra	drop				screened out
networking Azure	drop				screened out
Netzwerk	drop				screened out
Newman	keep	Newman	testing		
Next.js Familiarity	drop				screened out
Next.js GraphQL	drop				screened out
Next.js SSR	drop				screened out
NFV	keep	Network Functions Virtualization	networking	NFV	
Node.js APIs	drop				screened out
node.js Java C#	drop				screened out
NodeJS React	drop				screened out
NS1	keep	NS1	networking		
NVIDIA NIM	keep	NVIDIA NIM	ml		
NVIDIA Triton	keep	NVIDIA Triton Inference Server	ml	NVIDIA Triton	
Obst	drop				screened out
Okta Verify	keep	Okta Verify	security		
Online SharePoint Online	drop				screened out
Open APIs	drop				screened out
OpenShift Container	drop				screened out
OpenShift Container Platform	keep	OpenShift	devops	OpenShift Container Platform	
Percona	keep	Percona	database		
Pflege	drop				screened out
PHP Experience	drop				screened out
PoE	keep	PoE	networking		
points Proven	drop				screened out
Policy Microsoft	drop				screened out
Polly	keep	Polly	framework		homonym with AWS Polly; picked the .NET resilience library as the more common engineering-skill meaning
Power BI Service	keep	Power BI	data	Power BI Service	
PowerShell .NET	drop				screened out
PowerShell C#	drop				screened out
PowerShell Cloud	drop				screened out
Practical Linux	drop				screened out
Preferred ITIL	drop				screened out
Preferred Qualifications Certification	drop				screened out
Preferred Qualifications Practical	drop				screened out
Professional Architect	drop				screened out
Professional Microsoft Certified	drop				screened out
Professional Polish	drop				screened out
Provide L2	drop				screened out
PRTG	keep	PRTG	networking		
punctual	drop				screened out
Purview Microsoft	keep	Microsoft Purview	data	Purview Microsoft|Purview	merge: Microsoft Purview is data, like the rest of its kind
PySpark Pandas	drop				screened out
Pytest Strong	drop				screened out
Python 2+	keep	Python	language	Python 2+	
Python Advanced	drop				screened out
Python Azure	drop				screened out
Python Direct	drop				screened out
Python Other	drop				screened out
Python Postgres	drop				screened out
Python SQL PySpark	drop				screened out
Python Track	drop				screened out
Python What You	drop				screened out
PyTorch Hands	drop				screened out
Qualifications Certification	drop				screened out
Qualifications Eight	drop				screened out
Qualifications Has	drop				screened out
Qualifications Infrastructure	drop				screened out
Qualifications Java	drop				screened out
Qualifications More	drop				screened out
QuickBooks	keep	QuickBooks	tool		
R Proficiency	drop				screened out
Rahmen	drop				screened out
RBAC Experience	drop				screened out
React Java	drop				screened out
React Native Strong	drop				screened out
React Next	drop				screened out
React Next.js GraphQL	drop				screened out
React Router	keep	React Router	framework		
Redshift experience	drop				screened out
Reisen	drop				screened out
Renda Fixa	drop				screened out
Renda Vari	drop				screened out
RenderDoc	keep	RenderDoc	tool		
Required Salesforce	drop				screened out
requirements 6	drop				screened out
Responsibilities Database	drop				screened out
RESPONSIBILITIES Platform Architecture	drop				screened out
RESTful APIs Strong	drop				screened out
RevOps Systems	drop				screened out
RingCentral	drop			　	consumer/office UCaaS comms platform, like Zoom/Teams
Rocky Linux	keep	Rocky Linux	os		
Rook	keep	Rook	devops		
ROS2 Experience	drop				screened out
Rust Proven	drop				screened out
S3 Cloud	drop				screened out
S3 Data	drop				screened out
S3 Strong	drop				screened out
S4 HANA	keep	SAP S/4HANA	tool	S4 HANA	
SafeRTOS	keep	SafeRTOS	os		
Sales Cloud Consultant	drop				screened out
San Antonio Tx	drop				screened out
SAP Cloud	drop				screened out
SAP Solution	drop				screened out
SAPUI5	keep	SAPUI5	framework		
Scalr	keep	Scalr	devops		
scapy	keep	Scapy	security	scapy	
SCDs	drop				screened out
SDP	drop				ambiguous acronym (Session Description Protocol / Software-Defined Perimeter / other), no dominant meaning
SDS	drop				ambiguous acronym, low near-skill signal
Seaborn Experience	drop				screened out
Security CISSP	drop				screened out
Security Engineer Experience	drop				screened out
Senior Backend Developer	drop				screened out
Series X	drop				screened out
ServiceNow Certified Implementation	drop				screened out
Servlets	keep	Servlets	framework		
sFlow	keep	sFlow	networking		
Shadcn	keep	shadcn/ui	framework	Shadcn	
ShareGate	keep	ShareGate	tool		
SharePoint Online OneDrive	drop				screened out
Siemens NX	keep	Siemens NX	tool		
SLAs Experience	drop				screened out
Slurm Experience	drop				screened out
Snowpipe	keep	Snowpipe	data		
SOAP APIs Experience	drop				screened out
Software Engineer 3	drop				screened out
Software Engineer Job	drop				screened out
SonarQube Experience	drop				screened out
Spark job	drop				screened out
Spec Kit	keep	Spec Kit	tool		
Specialist experience	drop				screened out
Specialty Google Professional	drop				screened out
Splunk Enterprise	keep	Splunk	data	Splunk Enterprise	
SQL DB	drop				screened out
SQL Warehouse	keep	Databricks SQL Warehouse	data	SQL Warehouse	
SQS Amazon	drop				screened out
SRM	keep	VMware Site Recovery Manager	devops	SRM	
Strimzi	keep	Strimzi	devops		
Strong Bash	drop				screened out
strong HTML	drop				screened out
STS	drop				ambiguous acronym (AWS Security Token Service / Spring Tool Suite / generic term)
Subversion	keep	Subversion	tool	SVN	
Suite Proven	drop				screened out
Summer Interns	drop				screened out
Symantec	drop				company name, not a specific product
Tableau Desktop	keep	Tableau	data	Tableau Desktop	
Tableau Server	keep	Tableau	data	Tableau Server	
Technical Mastery Advanced	drop				screened out
Technologies Angular	drop				screened out
Technologies Microsoft	drop				screened out
Tegra	keep	NVIDIA Tegra	tool	Tegra	
Temporal Postgres	drop				screened out
Temporal.io	keep	Temporal.io	framework		left out bare "Temporal": ordinary word
TensorFlow Proficiency	drop				screened out
TGW	keep	AWS Transit Gateway	networking	TGW	merge: AWS Transit Gateway is networking, like the rest of its kind
Thales	drop				screened out
Timescale	keep	TimescaleDB	database	Timescale	
TMT	drop				screened out
TOSCA	keep	Tricentis Tosca	testing	TOSCA|Tosca	homonym with OASIS TOSCA (cloud orchestration standard); picked the more commonly required test-automation tool
Trellix	keep	Trellix	security		
troubleshoot CI	drop				screened out
TypeScript Exposure	drop				screened out
TypeScript Extensive	drop				screened out
TypeScript Node.js PostgreSQL	drop				screened out
Typescript ReactJS	drop				screened out
TypeScript The	drop				screened out
UDFs	drop				screened out
Umfeld Du	drop				screened out
understand ML	drop				screened out
Utilize GitHub	drop				screened out
Vault 2.0	drop				screened out
Velocloud	keep	VMware VeloCloud	networking	Velocloud|VeloCloud	
Venafi	keep	Venafi	security		
Verification Engineer	drop				screened out
Vertex AI Search	keep	Vertex AI Search	ml		
VLOOKUP	drop				fragment of Excel (a formula/function, not a separate tool)
VMware Cloud	keep	VMware Cloud	cloud		
VMWare experience	drop				screened out
VMware vCenter	keep	VMware vCenter	devops		
VPP	keep	Vector Packet Processing	networking	VPP	
VSAM	keep	VSAM	database		
Vue Proven	drop				screened out
Wagtail	keep	Wagtail	framework		
WAL	drop				screened out
Wartbarkeit	drop				screened out
Wave Division	drop				screened out
Wave Division Multiplexing	keep	Wavelength Division Multiplexing	networking	Wave Division Multiplexing|WDM	
WebAPI	keep	ASP.NET Web API	framework	WebAPI	
Webpack Experience	drop				screened out
WebView	drop				generic cross-platform UI component (Android WebView, WKWebView, WebView2), no single product
Windows Server Virtualization	drop				screened out
WinForms	keep	Windows Forms	framework	WinForms	
WS	drop				screened out
Xamarin	keep	Xamarin	framework		
Zeit	drop				screened out
ZTNA Identity	drop				screened out
#Remote	drop				screened out
+ Azure	drop				screened out
+ FastAPI	drop				screened out
+ Python	drop				screened out
.NET Engineer	drop				screened out
.Net Strong	drop				screened out
3 Cloud	drop				screened out
3.12	drop				screened out
3.3	drop				screened out
365 Administrator	drop				screened out
4.8	drop				screened out
6.x	drop				screened out
7 +	drop				screened out
7 Cloud	drop				screened out
ABAP Programming	drop				screened out
Actions Solid	drop				screened out
Administrator AWS	drop				screened out
Administrator Security	drop				screened out
ADT	drop				screened out
Agent Studio	drop				generic name used by several AI agent-builder products, no dominant vendor
agentic SDKs	drop				screened out
AI An	drop				screened out
AI Review	drop				screened out
AI Snowflake	drop				screened out
Airflow Advanced	drop				screened out
Airflow Terraform	drop				screened out
Ali	drop				screened out
Alto PCNSE	drop				screened out
Amazon API	drop				screened out
Amazon API Gateway	keep	Amazon API Gateway	cloud		
Amazon EventBridge	keep	Amazon EventBridge	cloud		
Amazon MSK	keep	Amazon MSK	data		
Analysen	drop				screened out
Analysis Solid	drop				screened out
analyst work	drop				screened out
AND EXPERIENCE Familiarity	drop				screened out
Android Enterprise	keep	Android Enterprise	tool		
AngularJS Angular	drop				screened out
ANSI X12	keep	ANSI X12	data		
Ansible Develop	drop				screened out
Ansible Linux	drop				screened out
Ansible Terraform Python	drop				screened out
Apache Spark Airflow	drop				screened out
APIs Browser	drop				screened out
APIs Docker	drop				screened out
APIs Microsoft	drop				screened out
APIs Why	drop				screened out
Apollo Client	keep	Apollo Client	framework		
Arbeite	drop				screened out
Architect Expert Microsoft	drop				screened out
Architect Microsoft Azure	drop				screened out
Artefact Open	drop				screened out
Artefact Open Innovation	drop				screened out
Artillery	keep	Artillery	testing		
Aruba ClearPass	keep	Aruba ClearPass	networking		
ASG	keep	AWS Auto Scaling Group	cloud	ASG	
Associate Microsoft Azure	drop				screened out
Astra	keep	DataStax Astra DB	database	Astra	
Astronomer	keep	Astronomer	data		
Autodesk Construction	drop				screened out
Autodesk Construction Cloud	keep	Autodesk Construction Cloud	tool		
Automation Azure	drop				screened out
AutoML	drop				generic ML concept/category, not a named technology
AWS Automate	drop				screened out
AWS Bedrock Experience	drop				screened out
AWS Building	drop				screened out
AWS CLI	keep	AWS CLI	tool		
AWS Cloud Development	drop				screened out
AWS Code Pipeline	keep	AWS CodePipeline	devops	AWS Code Pipeline	
AWS Control	drop				screened out
AWS Control Tower	keep	AWS Control Tower	cloud		
AWS data infrastructure	drop				screened out
AWS Ensure	drop				screened out
AWS GuardDuty	keep	Amazon GuardDuty	security	AWS GuardDuty	
AWS Own	drop				screened out
AWS SCPs	keep	AWS SCP	security	AWS SCPs	
AWS Spark	drop				screened out
AWS Write	drop				screened out
Axonius	keep	Axonius	security		
Azkaban	keep	Azkaban	data		
Azure Compute	drop				screened out
Azure Cost Management	keep	Azure Cost Management	cloud		
Azure Database Administrator	drop				screened out
Azure PaaS	drop				screened out
Azure Purview	keep	Microsoft Purview	data	Azure Purview	merge: Microsoft Purview is data, like the rest of its kind
Azure SQL Server	keep	Microsoft SQL Server	database	Azure SQL Server	
background 8+	drop				screened out
BeautifulSoup	keep	BeautifulSoup	framework		
Berlin Hybrid	drop				screened out
BO	drop				ambiguous 2-letter abbreviation (possibly SAP BusinessObjects), unsafe key
Boot 3	drop				screened out
Boot Architect	drop				screened out
Boot Build	drop				screened out
Boot Cloud	drop				screened out
Boot Deep	drop				screened out
Boot Solid	drop				screened out
Boot You	drop				screened out
Boto3	keep	Boto3	framework		
Braintree	keep	Braintree	tool		
Bring Strong Ruby	drop				screened out
C# Solid	drop				screened out
C++ Working	drop				screened out
Canvas Apps	keep	Power Apps Canvas Apps	tool	Canvas Apps	
Cats	drop				ordinary word; ambiguous with the Scala Cats library, no safe key
CCNP Enterprise	drop				screened out
CCP	drop				screened out
CD Linux	drop				screened out
CD Pipelines Monitoring	drop				screened out
CD What You	drop				screened out
CD work	drop				screened out
certifications Associate	drop				screened out
Certified Application Architect	drop				screened out
Certified Architect	drop				screened out
Certified Data Analytics	drop				screened out
Certified Database	drop				screened out
Certified Identity	drop				screened out
Certified Scrum Developer	drop				screened out
Certified Solution Architect	drop				screened out
Certified Solutions Associate	drop				screened out
Certified Solutions Expert	drop				screened out
ChatGPT Codex	drop				screened out
China What	drop				screened out
CI Git	drop				screened out
Ciena	keep	Ciena	networking		
Cinder	keep	OpenStack Cinder	cloud		left out bare "Cinder": ordinary word, also homonym with the libcinder framework
Cirq	keep	Cirq	framework		
CIS ITSM	drop				screened out
CISSP CISM GIAC	drop				screened out
CISSP Microsoft	drop				screened out
Clang	keep	Clang	tool		
CLI Experience	drop				screened out
Cloud Generative AI	drop				screened out
Cloud Proven	drop				screened out
Cloudability	keep	Cloudability	cloud		
Cloudflare DNS	keep	Cloudflare DNS	networking		
CloudFormation Proficiency	drop				screened out
Code Preferred Qualifications	drop				screened out
Cohesity	keep	Cohesity	devops		
Communication AWS	drop				screened out
Competencies Ability	drop				screened out
Compose Multiplatform	keep	Compose Multiplatform	framework		
Computer Scientist	drop				screened out
Confluence Desired	drop				screened out
Confluence Git	drop				screened out
Confluence Smartsheet	drop				screened out
Connect APIs	drop				screened out
Copilot Agent	drop				ambiguous feature name across GitHub Copilot and Microsoft 365 Copilot products
Cost Explorer	keep	AWS Cost Explorer	cloud	Cost Explorer	
Creo	keep	PTC Creo	tool	Creo	
CSS A	drop				screened out
CSS Familiarity	drop				screened out
CWDM	keep	CWDM	networking		
CWE Top	drop				screened out
CWE Top 25	drop				screened out
Data Factory Experience	drop				screened out
Datadog Cloud	drop				screened out
Datadog Our	drop				screened out
Datadog This	drop				screened out
dataframes	drop				screened out
Deep TypeScript	drop				screened out
Delivery Agile	drop				screened out
Delivery Engineer	drop				screened out
Desktop Windows	drop				screened out
Developer I Salesforce	drop				screened out
DevOps Deep	drop				screened out
DevOps Engineer Azure	drop				screened out
DevOps IaC	drop				screened out
Django Strong	drop				screened out
Docker A	drop				screened out
Docker GitLab	drop				screened out
DoIP	keep	DoIP	networking		
Domain Experience Previous	drop				screened out
Drive Jira	drop				screened out
Drools	keep	Drools	framework		
DSC	keep	PowerShell Desired State Configuration	devops	DSC	
DynamoDB Demonstrated	drop				screened out
DynamoDB Understanding	drop				screened out
EDIFACT	keep	EDIFACT	data		
EKS ECS Lambda	drop				screened out
Elastic Beanstalk	keep	AWS Elastic Beanstalk	cloud	Elastic Beanstalk	
ELK Stack Strong	drop				screened out
Email Studio	drop				fragment of Salesforce Marketing Cloud
Engineer Certified	drop				screened out
Engineer Managing	drop				screened out
enterprise Claude	drop				screened out
Entra Connect	keep	Microsoft Entra Connect	security	Entra Connect	
Entwicklungsteam	drop				screened out
Equinix	keep	Equinix	networking		
ES6 Experience	drop				screened out
EWM	keep	SAP EWM	tool	EWM	
Executors	drop				screened out
Experience Active DOD	drop				screened out
Experience GPU	drop				screened out
Experte	drop				screened out
F5 Load	drop				screened out
Fachbereiche	drop				screened out
Fiddler	keep	Fiddler	tool		
Firebase Crashlytics	keep	Firebase Crashlytics	cloud		
FirstMark	drop				screened out
FluxCD ArgoCD	drop				screened out
For Required 3+	drop				screened out
Foundry Azure OpenAI	drop				screened out
Framework SQL	drop				screened out
Fundamentals AZ	drop				screened out
ganze	drop				screened out
Gatling Experience	drop				screened out
GBM	drop				generic algorithm name (Gradient Boosting Machine), not a specific library
GCP Data Engineer	drop				screened out
GCP Demonstrated	drop				screened out
GCP GitHub	drop				screened out
GCP Identity	drop				screened out
GCP Interest	drop				screened out
GCP Private	drop				screened out
GCP Production	drop				screened out
Gesellschaft	drop				screened out
Git JIRA Confluence	drop				screened out
Git REST	drop				screened out
Git REST APIs	drop				screened out
GitLab Runner	keep	GitLab Runner	devops		
Glue Catalog	keep	AWS Glue Data Catalog	data	Glue Catalog	
Go AI	drop				screened out
Go API	drop				screened out
Go are	drop				screened out
Go Collaborate	drop				screened out
Go Comfortable	drop				screened out
Go Kubernetes	drop				screened out
Go Prior	drop				screened out
Go Proven	drop				screened out
Go SQL	drop				screened out
Golang C#	drop				screened out
GoldenGate	keep	Oracle GoldenGate	data	GoldenGate	
Google Cloud Generative	drop				screened out
Google Cloud SQL	keep	Google Cloud SQL	database		
Google Data	drop				screened out
Google Earth	drop				screened out
Google GCP	drop				screened out
Google Secret	drop				screened out
Google Secret Manager	keep	Google Cloud Secret Manager	security	Google Secret Manager	
Gradle build	drop				screened out
Grafana Strong	drop				screened out
GraphQL AWS	drop				screened out
GraphQL Strong	drop				screened out
Groovy Experience	drop				screened out
GROUP BY	drop				screened out
gRPC APIs Experience	drop				screened out
GSAP	keep	GSAP	framework		
HAVE SKILLS Familiarity	drop				screened out
HDD	drop				generic hardware term, not a listed technology skill
Helm Charts Experience	drop				screened out
HIDS	drop				generic security concept (host-based intrusion detection), not a specific product
Hiera	keep	Hiera	devops		
Hintergrund	drop				screened out
Hono	keep	Hono	framework		
Horovod	keep	Horovod	ml		
HTML experience	drop				screened out
HTS	drop				screened out
Hyperproof	keep	Hyperproof	security		
I Salesforce	drop				screened out
I Salesforce Certified	drop				screened out
IKEv2	keep	IKEv2	networking		
IMAP	keep	IMAP	networking		
Infrastructure Engineer Location	drop				screened out
Insomnia	keep	Insomnia	tool		
Integrate ServiceNow	drop				screened out
Integrations CI	drop				screened out
Intelligence Architect	drop				screened out
Intune Kandji	drop				screened out
IQVIA	drop				screened out
IRSA	keep	IRSA	security		
ITIL v4 Foundation	drop				screened out
JanusGraph	keep	JanusGraph	database		
Java + Spring	drop				screened out
Java Core	drop				screened out
Java Proficient	drop				screened out
Java We	drop				screened out
JavaScript HTML5 CSS3	drop				screened out
JAX Ability	drop				screened out
JAX Proficiency	drop				screened out
JCR	keep	Java Content Repository	framework	JCR	
Jetpack Compose You	drop				screened out
Jira Automation	drop				fragment of Jira
Jira Confluence Smartsheet	drop				screened out
Joule	keep	SAP Joule	ml		left out bare "Joule": ordinary word (the physics unit)
JQUERY Experience	drop				screened out
JWT Experience	drop				screened out
K8s CI	drop				screened out
Kafka Design	drop				screened out
Kafka GCP	drop				screened out
Kafka Knowledge	drop				screened out
Kafka Observability	drop				screened out
Kendo	keep	Kendo UI	framework	Kendo	
Key Responsibilities Ensure	drop				screened out
Keystore	drop				generic term for a cryptographic keystore (Java/Android), not one product
KeyVault	keep	Azure Key Vault	security	KeyVault	
Kinesis Firehose	keep	Amazon Kinesis Data Firehose	data	Kinesis Firehose	
Klaxoon	keep	Klaxoon	tool		
Kolleg	drop				screened out
Komponenten	drop				screened out
Kong Gateway	keep	Kong Gateway	devops		
KSQL	keep	ksqlDB	data	KSQL	
Kubernetes About	drop				screened out
Kubernetes Background	drop				screened out
Kubernetes Develop	drop				screened out
Kubernetes Extensive	drop				screened out
Kubernetes Our	drop				screened out
Kubernetes RabbitMQ Kafka	drop				screened out
Kubernetes Work	drop				screened out
Kusto Query	keep	Kusto Query Language	language	Kusto Query	
Kyriba	keep	Kyriba	tool		
Lake Azure	drop				screened out
LCM	drop				screened out
Lead UI	drop				screened out
LeRobot	keep	LeRobot	ml		
Life Sciences Cloud	keep	Salesforce Life Sciences Cloud	tool	Life Sciences Cloud	
Linux O	drop				screened out
LLM Feature	drop				screened out
LLMs Strong	drop				screened out
Logistik	drop				screened out
Lombok	keep	Lombok	framework		
macOS Experience	drop				screened out
MACsec	keep	MACsec	networking		
Maintenance Engineer	drop				screened out
Management Python	drop				screened out
Manager Design	drop				screened out
Manager Observability	drop				screened out
Marketing Cloud Consultant	drop				screened out
Maven Experience	drop				screened out
MediatR	keep	MediatR	framework		
Memorystore	keep	Google Cloud Memorystore	database	Memorystore	
Metaplane	keep	Metaplane	data		
MicroK8s	keep	MicroK8s	devops		
Microservices Kafka	drop				screened out
Microsoft 365 Administrator	drop				screened out
Microsoft Dataverse	keep	Microsoft Dataverse	database		
Microsoft GCC	keep	Microsoft GCC	cloud		
Microsoft GCC High	keep	Microsoft GCC High	cloud		
Microsoft Purview Microsoft	drop				screened out
Microsoft Suite	drop				screened out
MIG	drop				ambiguous acronym (NVIDIA Multi-Instance GPU vs GCP Managed Instance Group)
MikroTik	keep	MikroTik	networking		
Modern Java Frameworks	drop				screened out
Monat	drop				screened out
MongoDB Database	drop				screened out
Monterrey	drop				screened out
MoveIt	keep	MOVEit	tool	MoveIt	
MP4	drop				generic video file format, not a listed technology skill
MS Active	drop				screened out
MS Teams	drop				consumer/office comms tool (Microsoft Teams)
MySQL Cloud	drop				screened out
NAT gateways	drop				generic term - AWS, Azure and GCP each have a same-named NAT gateway service, no dominant one
Native Application Protection	drop				screened out
native platform engineering	drop				screened out
Native Software Engineer	drop				screened out
NB	drop				screened out
NetworkPolicy	drop				fragment of Kubernetes (a K8s API resource type)
networks Cisco	drop				screened out
Nexla	keep	Nexla	data		
Nextcloud	keep	Nextcloud	tool		
NGINX Ingress	keep	NGINX Ingress Controller	devops	NGINX Ingress	
Node.js Hands	drop				screened out
Nuix	keep	Nuix	security		
Numeric	drop				screened out
NVIDIA DGX	keep	NVIDIA DGX	ml		
NYC Hybrid	drop				screened out
OAuth2.0	keep	OAuth	security	OAuth2.0	merge: OAuth 2.0 is an alias of OAuth
Objective C Experience	drop				screened out
OBS	drop				ambiguous acronym (OBS Studio vs Object Storage Service), low signal
Observability CloudWatch	drop				screened out
OCSP	keep	OCSP	security		
OllyDbg	keep	OllyDbg	tool		
Omnissa	keep	Omnissa	devops		
ONNX Experience	drop				screened out
OOM	drop				screened out
OpenAI SDK	keep	OpenAI SDK	ml		
OpenSearch Experience	drop				screened out
Oracle AI	drop				screened out
Overview Location	drop				screened out
Palo Alto PCNSE	drop				screened out
PAM Tools	drop				screened out
PDI	keep	Pentaho Data Integration	data	PDI	
pgSQL	keep	PostgreSQL	database	pgSQL|pgsql	
PGW	keep	PGW	networking		
Pipeline Architecture Architect	drop				screened out
PKCE	keep	PKCE	security		
Platform Docker	drop				screened out
Platforms Engineer	drop				screened out
POM	drop				fragment of Apache Maven (its build file format)
Postgres Strong	drop				screened out
PostgreSQL Understanding	drop				screened out
PowerShell Knowledge	drop				screened out
PPP	keep	PPP	networking		
PREEMPT	keep	PREEMPT_RT	os		left out bare "PREEMPT": collides with the ordinary word "preempt"
Preferences Familiarity	drop				screened out
Preferred Certifications AWS	drop				screened out
Premiere	keep	Adobe Premiere Pro	tool		left out bare "Premiere": collides with the common adjective ("a premiere technology company")
Processing Apache	drop				screened out
Procore	keep	Procore	tool		
proponent	drop				screened out
Providers Google	drop				screened out
Providers Google Cloud	drop				screened out
Pulumi Strong	drop				screened out
Python + FastAPI	drop				screened out
Python 3.12	keep	Python	language	Python 3.12	
Python Create	drop				screened out
Python Developing	drop				screened out
Python Extensive	drop				screened out
Python Full	drop				screened out
Python Have	drop				screened out
Python N8N	drop				screened out
Python Orchestration	drop				screened out
Python Professional	drop				screened out
Python This	drop				screened out
PyTorch Geometric	keep	PyTorch Geometric	ml		
PyTorch Solid	drop				screened out
QA Quality	drop				screened out
QTC	drop				screened out
Qualifications ServiceNow Certified	drop				screened out
Rails API	drop				fragment of Ruby on Rails (its API mode)
RASP	drop				generic security concept (Runtime Application Self-Protection), not a specific product
Rattach	drop				screened out
Ray Data	keep	Ray Data	ml		
Ray Experience	drop				screened out
Ray Train	keep	Ray Train	ml		
RCCL	keep	RCCL	ml		
React Software	drop				screened out
ReactJS Experience	drop				screened out
ReactNative	keep	React Native	framework	ReactNative	
Recharts	keep	Recharts	framework		
Redgate	keep	Redgate	devops		
Redis GraphQL	drop				screened out
Redis Hands	drop				screened out
Redis Postgres	drop				screened out
Redis Terraform	drop				screened out
Required Qualifications 6	drop				screened out
Required Qualifications Eight	drop				screened out
Responsibilities Architectural	drop				screened out
Responsibilities Salesforce	drop				screened out
Responsibilities Test Automation	drop				screened out
REST APIs Proven	drop				screened out
REST APIs Solid	drop				screened out
Restful ABAP	drop				screened out
RN	drop				unsafe 2-letter abbreviation for React Native; React Native is already kept under its own name
Ruby Strong	drop				screened out
Rust 3+	drop				screened out
Rust Deep	drop				screened out
Rust Nice	drop				screened out
Rust Optimize	drop				screened out
Sachverhalte	drop				screened out
Salesforce Application Architect	drop				screened out
SAP Basis	keep	SAP Basis	tool		
SAP Delivery	drop				screened out
SAP PI	keep	SAP PI	tool		
SAP Security	drop				screened out
SBCs	keep	Session Border Controller	networking	SBCs|SBC	
Scala Strong	drop				screened out
SceneGraph	drop				screened out
Sciences Cloud	drop				screened out
SCIM 2.0	keep	SCIM	security	SCIM 2.0	
Scrum Developer	drop				screened out
SDK Familiarity	drop				screened out
SDLC A	drop				screened out
SDLC Cloud	drop				screened out
SDRs	drop				ambiguous acronym (Software-Defined Radio vs Sales Development Representative job title)
security API security	drop				screened out
Security Specialty Google	drop				screened out
Security+ Preferred	drop				screened out
selbstst	drop				screened out
Senior PLM	drop				screened out
Server SQL	drop				screened out
Server Strong	drop				screened out
Services ServiceNow	drop				screened out
sicherer Umgang	drop				screened out
Six Months The	drop				screened out
SKAdNetwork	keep	SKAdNetwork	framework		
Skills Databricks	drop				screened out
Skills Mastery	drop				screened out
Slack AI	keep	Slack AI	ml		
SmartNIC	keep	SmartNIC	networking		
Snowflake Native	drop				screened out
Snowflake Our	drop				screened out
Snowflake Proven	drop				screened out
Snowflake SnowPro	drop				screened out
Soda	drop				ordinary word; ambiguous with the Soda data-quality tool, no safe key
Software Backend Engineer	drop				screened out
Software Engineer Remote	drop				screened out
Softwarel	drop				screened out
Solarflare	keep	Solarflare	networking		
Solutions Architect Experience	drop				screened out
Solutions Associate	drop				screened out
Spark ML	drop				fragment of Apache Spark (its ML module)
Specialist Salesforce	drop				screened out
Specialty CISSP	drop				screened out
Specialty Microsoft	drop				screened out
Specialty Microsoft Certified	drop				screened out
Splunk Cloud	keep	Splunk	data	Splunk Cloud	
Spring Batch	keep	Spring Batch	framework		
Spring Boot 3	keep	Spring Boot	framework	Spring Boot 3	
Spring Boot Build	drop				screened out
Spring Boot Deep	drop				screened out
Spring Boot You	drop				screened out
SQL Advanced	drop				screened out
SQL Exposure	drop				screened out
SQL Google	drop				screened out
SQL PowerShell	drop				screened out
SQL Proficient	drop				screened out
SSJS	keep	SSJS	framework		
Stack Backend Python	drop				screened out
Stack Python SQL	drop				screened out
Stack Scala	drop				screened out
Stack SQL	drop				screened out
Stack Vue	drop				screened out
Startdate As	drop				screened out
STIX	keep	STIX	security		
Strong UI	drop				screened out
strong Windows	drop				screened out
Supermicro	drop				hardware vendor/server manufacturer name, not a specific skill
Support Active Directory	drop				screened out
support Microsoft 365	drop				screened out
Support Zero Trust	drop				screened out
Swift experience	drop				screened out
Systems Microsoft	drop				screened out
Tanzu	keep	VMware Tanzu	devops	Tanzu	
tech stack Ruby	drop				screened out
Technical Skills Java	drop				screened out
Technologies SIEM	drop				screened out
Tensorflow Familiarity	drop				screened out
Terraform Bazel	drop				screened out
Terraform Collaborate	drop				screened out
Terraform Packer	drop				screened out
Terraform REST	drop				screened out
Terraform Solid	drop				screened out
Terraform Writing	drop				screened out
TLS Experience	drop				screened out
transformers Familiarity	drop				screened out
Transparenz	drop				screened out
Tray.io	keep	Tray.io	tool		
Tron	drop				low signal (df=3, near=0.33); ambiguous between the TRON blockchain and ordinary usage
troubleshoot PLC	drop				screened out
TTP	drop				screened out
TypeScript Comfortable	drop				screened out
TypeScript Demonstrated	drop				screened out
TypeScript fluency	drop				screened out
TypeScript Implement	drop				screened out
